,customer_id,has_referred_friend,number_referrals,month_tenure,plan,phone_plan,has_multiple_lines,broadband_plan,broadband_type,online_security,online_backup,device_protection,premium_tech_support,unlimited_data,contract,paperless_billing,payment_method
3579,eb250a01-8b10-4cce-8726-4404afdb7a03,No,0,57.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal
3580,0fe536ef-3c4e-4c10-8703-c1b2b0528d12,No,0,66.0,,No,No,Yes,Cable,No,No,No,Yes,Yes,One Year,No,Credit Card
3581,e372368a-c52f-42c8-a341-cbec02e7ed04,No,0,23.0,Plan D,Yes,No,No,,No,No,No,No,No,One Year,Yes,Credit Card
3582,d3dcba5a-cc39-455d-92b9-05a2b8c5afb0,Yes,2,34.0,,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal
3583,285b6fca-3e9f-496d-8461-c8384185dc8f,Yes,6,19.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Mailed Check
3584,ed5168ba-7439-4b7f-a4f9-b4f315e1a591,Yes,1,59.0,Plan B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal
3585,9c4466ee-7b3f-4e4d-9400-c330448a20cb,Unknown,2,55.0,,Yes,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
3586,fdeea294-cc3a-489f-855c-b80b6fefd199,No,0,5.0,Plan E,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
3587,b2305d2a-036e-4eb3-b98b-400ecb3c5899,Unknown,2,24.0,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
3588,33cb11c1-e82e-4b41-a62a-9adec6450029,No,0,8.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
3589,b38ab207-8016-4bbc-8ac4-55cbdd2722e2,Unknown,8,68.0,Plan A,No,No,Yes,DSL,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal
3590,c818c22c-3706-4509-a65a-71520c2c936b,No,0,19.0,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3591,f8f5e932-844e-4e7c-b9da-66e37f2b0ae6,No,0,32.0,Plan C,Yes,No,No,,No,No,No,No,No,One Year,No,Bank Withdrawal
3592,dc3fc6cc-8d89-460a-b638-a6d91b79afef,Yes,2,34.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,No,Credit Card
3593,39aa84aa-2950-488c-a622-eb7b187c684b,No,0,29.0,,No,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3594,c58ecc61-ed7e-47f1-a4b1-ba37441e35d0,No,0,9.0,Plan E,Yes,No,Yes,DSL,No,No,No,No,No,Month-to-Month,No,Mailed Check
3595,c0a9a93f-86d7-41e0-a729-dfa81981a312,No,0,17.0,,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
3596,7d102c2b-e8e9-4b22-9a59-de1ca0e943f0,No,0,7.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3597,5f4f9dca-88e6-4585-8a40-a51521c03770,Unknown,6,10.0,,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card
3598,da5522ef-e270-4577-9f9c-be276b57de4d,No,0,26.0,,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,One Year,No,Bank Withdrawal
3599,64950018-dac8-4722-a643-ccb4fc785fef,No,0,53.0,Plan B,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card
3600,0c6b2658-79a6-455c-9ed4-a990968c353b,Yes,4,12.0,,No,No,Yes,DSL,No,No,No,Yes,Yes,One Year,No,Credit Card
3601,ba2de0c1-f5ae-4cf2-8425-ec9dc82a5cb6,No,0,56.0,Plan B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3602,0e825f08-cb5e-4199-8367-c82169dd1345,No,0,5.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
3603,842b34df-61f6-4a8e-9817-20f84e26c127,No,0,71.0,Plan A,Yes,Yes,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
3604,1696abe4-b435-47b8-af38-dd1092e0899f,Unknown,1,72.0,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card
3605,8f656793-0ca1-46de-bcce-636afa233dd5,No,0,10.0,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3606,9c6ffec9-4358-4dc3-91bd-8ea6ff18223e,Unknown,1,1.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3607,598ce590-f3f3-4a2a-ba20-b3826ab8ef2a,Unknown,1,37.0,,Yes,No,No,,No,No,No,No,No,One Year,No,Mailed Check
3608,e1a0ee22-ce26-4ea8-9fb1-0b88d478e165,No,0,5.0,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3609,c432f2da-f85b-4f03-be5c-c243532431e5,No,0,17.0,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3610,c12ebb37-583e-4f8a-a89a-152863513260,Unknown,1,72.0,,Yes,Yes,No,,No,No,No,No,No,Two Year,No,Credit Card
3611,24e56441-bd19-4181-b2f1-7876c9b3216e,No,0,62.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
3612,f4f7033e-4d01-4ca0-bc33-87deb21e8474,No,0,63.0,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card
3613,450a9149-b6f6-407d-9a02-0b8ae0886d23,Yes,4,67.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3614,3d0430fb-0f0d-4949-8fd9-29566fbdfe69,No,0,2.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,Yes,Mailed Check
3615,38a01aa0-ca37-4e7b-9eb5-ee910334b664,No,0,50.0,Plan B,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card
3616,c57aff99-d2d8-4f0c-84ce-a2de4096de07,No,0,13.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3617,5c3b9ee7-4892-44d0-933f-94f290735aec,Unknown,2,52.0,Plan B,Yes,No,No,,No,No,No,No,No,One Year,Yes,Credit Card
3618,6b25fe42-73b3-46da-91ed-4ea307125d37,No,0,2.0,Plan E,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3619,bea2f877-0c08-47ec-9382-a67f3edecef9,No,0,9.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3620,c29be141-8a54-42e2-a802-02d7a33359b3,Yes,8,1.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,Yes,Credit Card
3621,63ecb3fe-5edd-4837-abff-4368356a9619,Unknown,5,49.0,Plan B,Yes,No,No,,No,No,No,No,No,One Year,No,Bank Withdrawal
3622,0d7f38d6-10da-491b-8791-247e9840e9b5,No,0,6.0,,Yes,No,Yes,Cable,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
3623,cf30ce7b-962a-4558-a15b-301de8a5ef22,No,0,65.0,Plan B,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Two Year,Yes,Mailed Check
3624,7f5bd692-2f60-420b-ba28-190e6c7d42a5,No,0,35.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
3625,60623f00-dfb6-40c2-b058-44a262629554,No,0,68.0,Plan A,Yes,No,No,,No,No,No,No,No,Two Year,Yes,Credit Card
3626,9bb2767b-05e7-4458-8434-1bb83b152ecf,Unknown,10,71.0,Plan A,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Two Year,No,Credit Card
3627,398537b6-0e68-4080-9cdf-44e0df135901,Yes,1,62.0,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3628,df1641fc-e4a9-4524-9ca8-39482a38d12a,Yes,9,71.0,Plan A,Yes,Yes,No,,No,No,No,No,No,Two Year,No,Credit Card
3629,afb43ade-3991-4da9-8872-b34b8d0b3a82,Unknown,1,67.0,Plan A,Yes,No,Yes,Cable,No,Yes,No,No,Yes,One Year,No,Credit Card
3630,58f236c4-9a7e-4a65-8832-629b248e53b8,Yes,1,39.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3631,dda9d253-a361-44a1-9c55-53e410c393df,No,0,61.0,Plan B,Yes,No,No,,No,No,No,No,No,Two Year,No,Mailed Check
3632,f4ee1f88-70e0-44f7-8e5a-5147b03c1db6,No,0,6.0,Plan E,Yes,Yes,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
3633,0ba53d15-a69e-4149-81fb-c62898f7c16c,No,0,2.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3634,8aeafbba-6e03-4b99-80ec-537f7ae2afbd,Unknown,1,42.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3635,41c0708a-2664-4243-949c-6c084cb1fd35,Unknown,2,28.0,Plan C,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card
3636,98a62cca-5e5e-42d8-a846-c4b76a22b5a1,No,0,1.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Mailed Check
3637,1ef1fbb1-732e-4201-b7ab-26a6d6253fb8,Unknown,7,45.0,Plan B,Yes,Yes,No,,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
3638,8b580114-d2c8-40b7-978c-221e94a97cf3,No,0,1.0,Plan E,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,No,Mailed Check
3639,fb59e94e-351b-4c33-a670-042388fa6324,No,0,1.0,Plan E,Yes,No,Yes,DSL,No,No,No,No,Yes,Two Year,No,Bank Withdrawal
3640,009fbd8b-5ef1-4dbb-9b25-b0d319484f51,No,0,30.0,Plan C,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal
3641,46465ab7-389c-47b3-a244-bf27dfde3824,Unknown,1,8.0,,Yes,No,Yes,Cable,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3642,4a523cd6-1248-48c7-9c34-8b17a24bc868,No,0,17.0,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal
3643,835f0cb7-c2c1-4fae-8ddb-83d7c9ecd0cc,No,0,60.0,Plan B,Yes,No,No,,No,No,No,No,No,Two Year,No,Credit Card
3644,6124f202-7871-4d98-bb10-c7487dcef2bc,No,0,44.0,,No,No,Yes,Cable,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal
3645,732147b9-87ce-45ce-aa86-8837ed536f52,Unknown,4,57.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
3646,0f3a815c-2fa5-48c2-ac88-246bd4beaffd,No,0,24.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
3647,cbc308dd-34a9-4c2d-ad1d-927f28042f72,Unknown,6,72.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
3648,de7d3de3-0438-4fa8-9239-444a75a708a8,No,0,1.0,,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3649,96697b89-288b-46b2-afbe-21db303a467d,Unknown,1,33.0,,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3650,904df01d-43fd-4839-861a-2f95086f3672,No,0,17.0,Plan D,Yes,No,No,,No,No,No,No,No,Two Year,No,Credit Card
3651,c5aa5c7a-1ef1-4a04-89ad-0e701f8c854b,Unknown,1,17.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
3652,aa26213a-2511-4c21-98f8-17200918d5b1,Unknown,1,29.0,Plan C,Yes,Yes,Yes,DSL,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal
3653,5308ccf6-7feb-49d5-ba51-7d593c32a29c,Unknown,10,26.0,,Yes,No,No,,No,No,No,No,No,One Year,Yes,Bank Withdrawal
3654,babcfe3d-2b13-4b80-a37f-2464c67c16df,Unknown,3,3.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
3655,67bccb40-9c64-4bd6-9546-515c5a462180,Unknown,1,44.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
3656,bfb4d8e7-e2bc-41dd-ad01-3d679b3055a7,No,0,42.0,Plan B,Yes,No,No,,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
3657,6ef1d68e-fb9c-4fdd-9dd9-fd9e8c8432a4,Unknown,3,71.0,,Yes,Yes,No,,No,No,No,No,,Two Year,No,Bank Withdrawal
3658,8aceb0cd-4127-4f82-9ce0-61bc2fe6ed7c,No,0,3.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Mailed Check
3659,020c7315-3974-4672-bc56-ddd8976e599f,Unknown,1,72.0,Plan A,Yes,Yes,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
3660,fe92ec3a-e95a-4fca-b9ab-faf085e4e65e,No,0,3.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3661,8408df35-f3e9-4a7c-8e53-af75efff0b54,No,0,15.0,Plan D,Yes,No,No,,No,No,No,No,No,Two Year,No,Credit Card
3662,4bcea5f4-f721-47c1-b0c9-9b9029ce39db,No,0,51.0,Plan B,Yes,No,No,,No,No,No,No,No,One Year,Yes,Bank Withdrawal
3663,ff078da2-3ea7-4ac4-a539-56e7457c0e31,No,0,72.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
3664,dbc08d6e-40b1-4d94-9c64-98793720b722,No,0,1.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3665,7e32b268-f66f-45aa-ac8a-75fcc0d1c24a,No,0,58.0,,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
3666,9a32013d-7331-4489-b918-685cc30063bb,No,0,8.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
3667,1b3b5f33-5cb0-4495-b154-64bfa6ef9bb8,Yes,1,72.0,Plan A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
3668,735238d3-e38c-4961-9f1d-a00c77b3c75e,Unknown,4,70.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,Yes,Credit Card
3669,714b7360-9562-448d-983b-effb5719fc2f,No,0,26.0,Plan C,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
3670,f6386a57-0e67-4c54-8092-1d910b04d726,Yes,10,24.0,Plan C,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,One Year,No,Bank Withdrawal
3671,cb05e1cf-d7c5-4f9a-808c-ccd9bc0ce752,Yes,3,69.0,Plan A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
3672,11501aff-849c-4c4f-b8a7-315f24e3559a,No,0,8.0,Plan E,No,No,Yes,DSL,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3673,b713163b-dc7d-4b2f-b2b3-57fbee7b8c72,Yes,2,72.0,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
3674,2689260a-f382-4b29-accc-830972d7b760,No,0,1.0,Plan E,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3675,260eabcc-b81d-4357-9ea9-2305ab4a6be0,Yes,1,45.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
3676,83045f90-8ace-41ff-a837-a7cb70b9036f,No,0,1.0,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
3677,ff36671f-6358-47f9-b0c4-cf5dd2b5d163,No,0,49.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal
3678,73e464ed-f1be-4807-8630-76220e844cdb,Yes,1,68.0,,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3679,7ee2f3d7-21da-404e-bd96-63deed36872f,Yes,9,56.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3680,2656e096-c278-41da-ae59-97a2fc947d90,No,0,1.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,Yes,Credit Card
3681,1697b190-019e-4010-ad82-508466279191,Unknown,7,46.0,,Yes,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
3682,aa3a3a4e-6114-4548-bdb0-5c6f67c5e79f,No,0,36.0,Plan C,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,One Year,Yes,Credit Card
3683,47773f99-7052-4485-ac13-6f6295852458,No,0,57.0,,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card
3684,24d1a2a1-0604-4482-80ea-7fa368910983,No,0,23.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3685,1860e91a-43bc-47a4-975f-ab04aa804bc0,Unknown,7,35.0,,Yes,No,No,,No,No,No,No,No,Two Year,No,Credit Card
3686,2ab27f82-1483-4c01-be71-8a5a35ca25c6,Unknown,10,12.0,Plan D,No,No,Yes,Cable,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3687,2eac6467-04a0-4ff3-ad06-333e9a62498d,No,0,61.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal
3688,0ff9bb24-695f-410b-a527-185c538318aa,Yes,1,1.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3689,ef4d03af-787a-4603-9690-a7182006e43a,No,0,10.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3690,80e8dd51-172e-4868-8dd6-c607141cb59c,No,0,1.0,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
3691,e4446325-b0c1-4fee-8a7e-a9ff6eeeb2b9,Unknown,2,72.0,Plan A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
3692,ef4d03af-787a-4603-9690-a7182006e43a,No,0,10.0,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3693,a0302742-4244-477d-99db-38633dccb070,No,0,38.0,,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
3694,063e8fa7-e09c-46df-8f14-a53775c74895,Yes,3,70.0,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
3695,69c2523f-8622-4ee6-b0cc-02b1f0d482a1,No,0,24.0,Plan C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
3696,f1fd1cf8-3cd8-40d4-a52d-d17e8d090ce9,Unknown,1,51.0,Plan B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal
3697,f8afa792-0eaa-4f46-a29b-b38fd220fc64,Yes,8,72.0,Plan A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
3698,2f9aba0b-7ece-46aa-ac7b-47cc5c7244f8,No,0,8.0,Plan E,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3699,1c63cff4-02e2-4c21-be14-c3c0d69d39a9,No,0,25.0,Plan C,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal
3700,a8a413b1-5a1e-4b3d-a701-1e3752c8e038,No,0,67.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
3701,950002be-f4df-4f00-9ccf-8f0a1f7f4143,No,0,3.0,Plan E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,One Year,No,Credit Card
3702,896bf355-feed-4e0d-9bfe-d79eab17a35c,Yes,1,18.0,,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
3703,fd4cb904-74fa-4f02-94e7-b02761b7972a,No,0,2.0,,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3704,960358de-1db8-49ee-bd75-998cfb150687,No,0,1.0,Plan E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,No,Credit Card
3705,91b7a592-0cdc-4a5d-bb12-d441fdea8795,Yes,10,32.0,,No,No,Yes,DSL,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card
3706,d2069cac-d59d-4c64-b86b-f1a59723fade,No,0,2.0,,No,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3707,233fca2e-ac3d-40ec-a0e7-a8216a486a5d,Yes,9,15.0,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3708,d9daacf0-a384-47e2-85d3-2ef2e16b9318,Unknown,8,72.0,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
3709,b6c5418e-928f-4e47-b8ec-13426bf0e035,No,0,63.0,,Yes,No,No,,No,No,No,No,No,Two Year,Yes,Credit Card
3710,80bfb7d3-fe05-4b0d-bd88-06232b6b5d43,Unknown,1,6.0,Plan E,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
3711,8fe43f5b-be94-47fa-a9da-39202320dffb,No,0,58.0,,Yes,No,No,,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
3712,bed2fccb-a906-48b2-abcc-337cda9c019a,Unknown,7,72.0,Plan A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,One Year,Yes,
3713,5348549f-53a2-4bb8-bb09-d5e4f1bb7da6,No,0,68.0,,No,No,Yes,DSL,Yes,No,Yes,Yes,,Two Year,No,Credit Card
3714,6e3e6528-db19-46f1-b420-4ccb0bf1da8f,No,0,11.0,,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3715,5041b585-be01-4e6e-986a-81475d434355,Unknown,10,71.0,,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
3716,ac140b11-6b85-435c-858f-f6cf617d6b4b,Yes,1,7.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3717,f00f3445-8d86-400d-b2e1-5ae228728028,No,0,14.0,Plan D,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
3718,529b967b-d9d2-433a-8521-14ceaaab99e4,No,0,32.0,Plan C,No,No,Yes,DSL,Yes,No,No,No,Yes,One Year,No,Credit Card
3719,d12df602-4333-45d5-87ec-7b4b07c98a5c,No,0,12.0,Plan D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
3720,b94f8aba-60c1-4dd7-a8b3-ed50254ae66d,Unknown,1,38.0,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
3721,1e7d7418-db7b-47f6-af03-b6103fa3d776,Yes,6,33.0,,Yes,No,No,,No,No,No,No,No,One Year,Yes,Bank Withdrawal
3722,2bb5d5e7-6b03-446f-80f0-baf25c45b07b,Unknown,10,45.0,,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Two Year,No,
3723,dd57bb87-b653-4e89-a776-7613fa5c7032,No,0,40.0,,No,No,Yes,Cable,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal
3724,27e49863-b121-4c69-9649-fb85bde5e608,Unknown,6,35.0,Plan C,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal
3725,e6bb598c-4269-4345-87cd-427855436b98,Unknown,1,4.0,Plan E,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
3726,028c14eb-3576-411b-8415-75fd60a40fc8,No,0,1.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
3727,b4b1abe8-52b1-4e55-a07d-389726e5914c,No,0,30.0,,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
3728,92a9d6d4-e50a-4038-ae54-4aaac02c00db,No,0,22.0,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal
3729,969525ae-4277-46f4-b2b7-5b06def3fa44,Unknown,3,48.0,Plan B,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
3730,f33e17ab-60b2-42a5-95ea-a40be5175015,Yes,8,13.0,,Yes,Yes,No,,No,No,No,No,No,One Year,No,Bank Withdrawal
3731,22def9b5-4d9a-41d9-b570-0e331463bb34,Yes,3,72.0,Plan A,Yes,Yes,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
3732,5d82ca4e-05d8-43a9-ba6d-2505a360d561,No,0,1.0,,Yes,No,No,,No,No,No,No,No,Month-to-Month,No,Credit Card
3733,13429198-f754-4fdc-867d-c39920bd30e5,No,0,21.0,,No,No,Yes,Cable,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
3734,45d5de9a-e507-498e-8535-5a243d4fc3ba,Unknown,5,57.0,Plan B,Yes,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal
3735,e741b29c-c82a-4c4a-9d7e-089926ef9372,Unknown,10,42.0,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,One Year,Yes,Bank Withdrawal
