Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
185.0,50,rl,92.0,7438.0,pave,missing,ir1,lvl,allpub,inside,gtl,brkside,rran,other,1fam,1.5fin,5,7.5,1908.0,1991.0,gable,compshg,asbshng,plywood,missing,0.0,ta,ta,pconc,fa,ta,no,unf,0.0,unf,0,504.0,504.0,gasa,gd,y,sbrkr,936.0,316,0,1252.0,0.0,0,1.0,0.0,3.0,1,ta,5,typ,0.0,missing,attchd,1986.0,unf,2.0,576.0,ta,ta,y,104,0,0,0,0,0,missing,mnprv,missing,0,6.0,2006.0,wd,normal,127000.0
186.0,75,rm,90.0,17673.5,pave,missing,ir2,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,other,10,7.5,1892.0,1993.0,gable,other,wd sdng,wd sdng,missing,0.0,gd,gd,brktil,ta,ta,mn,unf,0.0,unf,0,1107.0,1107.0,gasa,ex,y,sbrkr,1518.0,1518,0,2747.625,0.0,0,2.0,1.0,4.0,1,ex,10,typ,2.0,ta,detchd,1993.0,unf,3.0,840.0,other,ta,y,0,170,0,0,0,0,missing,gdprv,missing,0,6.0,2006.0,wd,normal,340037.5
187.0,80,rl,69.0,9947.0,pave,missing,ir1,lvl,allpub,culdsac,gtl,mitchel,norm,norm,1fam,slvl,7,5.0,1990.0,1991.0,gable,compshg,hdboard,hdboard,missing,0.0,ta,ta,pconc,gd,ta,av,glq,611.0,unf,0,577.0,1188.0,gasa,ex,y,sbrkr,1217.0,0,0,1217.0,1.0,0,2.0,0.0,3.0,1,gd,6,typ,0.0,missing,attchd,1990.0,unf,2.0,497.0,ta,ta,y,168,27,0,0,0,0,missing,gdprv,missing,0,6.0,2009.0,wd,normal,173000.0
188.0,50,rl,60.0,10410.0,pave,missing,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1.5fin,5,7.0,1916.0,1987.0,gable,compshg,hdboard,hdboard,missing,0.0,ta,ta,cblock,fa,ta,no,unf,0.0,unf,0,660.0,660.0,gasa,ex,y,sbrkr,808.0,704,0,1656.0,0.0,0,2.0,1.0,3.0,1,ta,8,min2,0.0,missing,detchd,1916.0,unf,1.0,180.0,fa,fa,n,0,0,0,0,0,0,missing,mnprv,missing,0,8.0,2009.0,wd,normal,135000.0
189.0,90,rl,64.0,7018.0,pave,missing,reg,bnk,allpub,inside,gtl,sawyerw,feedr,norm,duplex,sfoyer,5,5.0,1979.0,1979.0,gable,compshg,plywood,plywood,stone,275.0,ta,ta,cblock,gd,ta,av,glq,1086.0,unf,0,0.0,1086.0,gasa,ta,y,sbrkr,1224.0,0,0,1224.0,2.0,0,0.0,2.0,2.0,1,ta,6,typ,2.0,ta,detchd,1979.0,unf,2.0,528.0,ta,ta,y,120,0,0,0,0,0,missing,missing,missing,0,6.0,2009.0,wd,alloca,153337.0
190.0,120,rl,41.0,4923.0,pave,missing,reg,lvl,allpub,inside,gtl,stonebr,norm,norm,twnhse,1story,8,5.0,2001.0,2002.0,gable,compshg,cemntbd,cmentbd,missing,0.0,gd,ta,pconc,ex,ta,av,glq,1153.0,unf,0,440.0,1593.0,gasa,ex,y,sbrkr,1593.0,0,0,1593.0,1.0,0,1.0,1.0,0.5,1,ex,5,typ,1.0,gd,attchd,2001.0,fin,2.0,682.0,ta,ta,y,0,120,0,0,0,0,missing,missing,missing,0,8.0,2008.0,wd,normal,286000.0
191.0,70,rl,70.0,10570.0,pave,missing,reg,bnk,allpub,inside,mod,crawfor,norm,norm,1fam,2story,8,7.5,1932.0,1994.0,hip,compshg,brkface,brkface,missing,0.0,gd,ta,cblock,gd,gd,no,rec,297.0,unf,0,556.0,853.0,gasa,ta,y,sbrkr,1549.0,1178,0,2727.0,0.0,0,2.0,1.0,3.0,1,gd,10,maj1,2.0,ta,detchd,1932.0,unf,2.0,440.0,ta,ta,y,0,74,0,0,0,0,missing,missing,missing,0,12.0,2007.0,wd,normal,315000.0
192.0,60,rl,69.0,7472.0,pave,missing,ir1,lvl,allpub,culdsac,gtl,names,norm,norm,1fam,2story,7,7.5,1972.0,2004.0,gable,compshg,hdboard,hdboard,brkface,138.0,ta,ta,cblock,ta,ta,no,alq,626.0,unf,0,99.0,725.0,gasa,gd,y,sbrkr,725.0,754,0,1479.0,1.0,0,1.0,1.0,4.0,1,gd,7,typ,0.0,missing,attchd,1972.0,fin,2.0,484.0,ta,ta,y,0,32,0,0,0,0,missing,missing,missing,0,6.0,2007.0,wd,normal,184000.0
193.0,20,rl,68.0,9017.0,pave,missing,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5.0,1999.0,1999.0,gable,compshg,vinylsd,vinylsd,missing,0.0,gd,ta,pconc,gd,ta,av,glq,560.0,unf,0,871.0,1431.0,gasa,ex,y,sbrkr,1431.0,0,0,1431.0,1.0,0,2.0,0.0,3.0,1,gd,6,typ,0.0,missing,attchd,1999.0,fin,2.0,666.0,ta,ta,y,0,35,0,0,0,0,missing,missing,missing,0,9.0,2009.0,wd,normal,192000.0
194.0,145,rm,31.5,2522.0,pave,missing,reg,lvl,allpub,inside,gtl,edwards,norm,norm,twnhs,2story,7,5.0,2004.0,2004.0,gable,compshg,vinylsd,vinylsd,stone,50.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0,970.0,970.0,gasa,ex,y,sbrkr,970.0,739,0,1709.0,0.0,0,2.0,0.0,3.0,1,gd,7,maj1,0.0,missing,detchd,2004.0,unf,2.0,380.0,ta,ta,y,0,40,0,0,0,0,missing,missing,missing,0,5.0,2006.0,wd,normal,130000.0
195.0,20,rl,60.0,7180.0,pave,missing,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,5,7.0,1972.0,1972.0,hip,compshg,hdboard,hdboard,missing,0.0,ta,ta,cblock,ta,ta,av,alq,390.0,unf,0,474.0,864.0,gasa,ta,y,sbrkr,864.0,0,0,864.0,0.0,0,1.0,0.0,3.0,1,ta,5,typ,0.0,missing,detchd,1989.0,unf,1.0,352.0,ta,ta,y,0,0,0,0,0,0,missing,missing,missing,0,5.0,2008.0,wd,normal,127000.0
196.0,145,rl,31.5,2280.0,pave,missing,reg,lvl,allpub,fr2,gtl,other,norm,norm,twnhs,2story,6,6.0,1976.0,1976.0,gable,compshg,plywood,other,missing,0.0,ta,ta,cblock,gd,ta,no,alq,566.0,unf,0,289.0,855.0,gasa,ta,y,sbrkr,855.0,601,0,1456.0,0.0,0,2.0,1.0,3.0,1,ta,7,typ,1.0,ta,attchd,1976.0,unf,2.0,440.0,ta,ta,y,87,0,0,0,0,0,missing,missing,missing,0,7.0,2009.0,wd,normal,148500.0
197.0,20,rl,79.0,9416.0,pave,missing,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5.0,2007.0,2007.0,hip,compshg,cemntbd,cmentbd,stone,205.0,ex,ta,pconc,ex,ta,no,glq,1126.0,unf,0,600.0,1726.0,gasa,ex,y,sbrkr,1726.0,0,0,1726.0,1.0,0,2.0,0.0,3.0,1,ex,8,typ,1.0,gd,attchd,2007.0,fin,3.0,786.0,ta,ta,y,171,138,0,0,0,0,missing,missing,missing,0,9.0,2007.0,new,partial,311872.0
198.0,75,rl,107.5,17673.5,pave,missing,reg,lvl,allpub,corner,gtl,names,artery,norm,1fam,2story,8,4.0,1918.0,1990.0,gable,compshg,stucco,stucco,missing,0.0,gd,gd,pconc,ta,ta,no,glq,1036.0,lwq,0,140.0,1360.0,gasa,gd,y,sbrkr,1360.0,1360,0,2747.625,1.0,0,2.0,0.0,4.0,1,gd,8,typ,1.0,ex,detchd,1918.0,unf,2.0,795.0,ta,ta,y,0,16,0,0,0,0,other,gdprv,missing,0,3.0,2006.0,wd,abnorml,235000.0
199.0,75,rm,92.0,5520.0,pave,missing,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,other,6,6.0,1912.0,1950.0,gable,compshg,wd sdng,wd sdng,missing,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0,755.0,755.0,gasa,ex,y,sbrkr,929.0,929,0,2229.0,0.0,0,1.0,0.0,4.5,1,ta,8,typ,0.0,missing,missing,1980.0,missing,0.0,0.0,missing,missing,y,0,170,0,0,0,0,missing,mnprv,missing,0,7.0,2009.0,wd,abnorml,104000.0
200.0,20,rl,76.0,9591.0,pave,missing,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,8,5.0,2004.0,2005.0,hip,compshg,vinylsd,vinylsd,brkface,262.0,gd,ta,pconc,ex,ta,av,glq,1088.0,unf,0,625.0,1713.0,gasa,ex,y,sbrkr,1713.0,0,0,1713.0,1.0,0,2.0,0.0,3.0,1,ex,7,typ,1.0,gd,attchd,2004.0,fin,3.0,856.0,ta,ta,y,0,26,0,0,0,0,missing,missing,missing,0,1.0,2009.0,wd,normal,274900.0
201.0,20,rm,80.0,8546.0,pave,missing,reg,lvl,allpub,corner,gtl,edwards,norm,norm,1fam,1story,4,5.0,2003.0,2004.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0,1121.0,1121.0,gasa,ex,y,sbrkr,1121.0,0,0,1121.0,0.0,0,2.0,0.0,2.0,1,ta,5,typ,0.0,missing,attchd,2003.0,rfn,2.0,440.0,ta,ta,y,132,64,0,0,0,0,missing,missing,missing,0,3.0,2010.0,wd,normal,140000.0
202.0,20,rl,75.0,10125.0,pave,missing,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,1story,6,6.0,1977.0,1977.0,gable,compshg,plywood,plywood,missing,0.0,ta,ta,cblock,ta,ta,no,alq,641.0,lwq,0,276.0,1196.0,gasa,ta,y,sbrkr,1279.0,0,0,1279.0,0.0,0,2.0,0.0,3.0,1,ta,6,typ,2.0,fa,detchd,1980.0,unf,2.0,473.0,ta,ta,y,238,83,0,0,0,0,missing,mnprv,missing,0,2.0,2008.0,wd,normal,171500.0
203.0,50,rl,50.0,7000.0,pave,missing,reg,lvl,allpub,corner,gtl,oldtown,artery,norm,1fam,1.5fin,6,6.0,1924.0,1950.0,gable,compshg,metalsd,metalsd,missing,0.0,ta,gd,brktil,fa,ta,no,lwq,617.0,unf,0,0.0,617.0,gasa,gd,y,sbrkr,865.0,445,0,1310.0,0.0,0,2.0,0.0,2.0,1,ta,6,min1,0.0,missing,attchd,1924.0,unf,1.0,398.0,ta,ta,y,0,0,0,0,0,0,missing,missing,missing,0,5.0,2006.0,cod,normal,112000.0
204.0,120,rm,69.0,4438.0,pave,missing,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,twnhse,1story,6,5.0,2004.0,2004.0,gable,compshg,vinylsd,vinylsd,brkface,205.0,gd,ta,pconc,gd,ta,av,glq,662.0,unf,0,186.0,848.0,gasa,ex,y,sbrkr,848.0,0,0,848.0,1.0,0,1.0,0.0,1.0,1,gd,3,typ,1.0,gd,attchd,2004.0,rfn,2.0,420.0,ta,ta,y,149,0,0,0,0,0,missing,missing,missing,0,1.0,2008.0,wd,normal,149000.0
205.0,50,rm,50.0,3500.0,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1.5fin,5,7.0,1947.0,1950.0,gable,compshg,asbshng,asbshng,missing,0.0,ta,ta,cblock,ta,ta,no,lwq,312.0,unf,0,408.0,720.0,gasa,ta,y,sbrkr,720.0,564,0,1284.0,0.0,0,1.0,1.0,2.0,1,ta,5,typ,0.0,missing,detchd,1948.0,unf,1.0,240.0,ta,ta,y,0,35,0,0,0,0,missing,mnww,missing,0,4.0,2009.0,wd,normal,110000.0
206.0,20,rl,99.0,11851.0,pave,missing,reg,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,1story,7,5.0,1990.0,1990.0,gable,compshg,hdboard,hdboard,missing,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0,1424.0,1424.0,gasa,ex,y,sbrkr,1442.0,0,0,1442.0,0.0,0,2.0,0.0,3.0,1,ta,5,typ,0.0,missing,attchd,1990.0,rfn,2.0,500.0,ta,ta,y,0,34,0,0,0,0,missing,missing,missing,0,5.0,2009.0,wd,normal,180500.0
207.0,20,rl,40.0,13673.0,pave,missing,ir1,lvl,allpub,culdsac,gtl,sawyer,rrae,norm,1fam,1story,5,5.0,1962.0,1962.0,gable,compshg,hdboard,hdboard,missing,0.0,ta,gd,cblock,ta,ta,no,unf,0.0,unf,0,1140.0,1140.0,gasa,ta,y,sbrkr,1696.0,0,0,1696.0,0.0,0,1.0,1.0,3.0,1,ta,8,min2,1.0,ta,attchd,1962.0,rfn,1.0,349.0,ta,ta,y,0,30,0,0,0,0,missing,missing,missing,0,3.0,2007.0,wd,normal,143900.0
208.0,20,rl,69.0,12493.0,pave,missing,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,4,5.0,1960.0,1960.0,gable,compshg,wd sdng,wd sdng,missing,0.0,ta,ta,pconc,ta,ta,no,alq,419.0,rec,0,375.0,1100.0,gasa,ta,y,sbrkr,1100.0,0,0,1100.0,1.0,0,1.0,0.0,3.0,1,ta,6,typ,1.0,po,attchd,1960.0,rfn,1.0,312.0,ta,ta,y,355,0,0,0,0,0,missing,gdwo,missing,0,4.0,2008.0,wd,normal,141000.0
209.0,60,rl,69.0,14364.0,pave,missing,ir1,low,allpub,inside,mod,sawyerw,norm,norm,1fam,2story,7,5.0,1988.0,1989.0,gable,compshg,plywood,plywood,brkface,128.0,gd,ta,cblock,gd,ta,gd,glq,1065.0,unf,0,92.0,1157.0,gasa,ex,y,sbrkr,1180.0,882,0,2062.0,1.0,0,2.0,1.0,3.0,1,ta,7,typ,1.0,gd,attchd,1988.0,fin,2.0,454.0,ta,ta,y,60,55,0,0,0,0,missing,missing,missing,0,4.0,2007.0,wd,normal,277000.0
210.0,20,rl,75.0,8250.0,pave,missing,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,7.0,1964.0,1964.0,hip,compshg,hdboard,hdboard,stone,260.0,ta,ta,cblock,gd,ta,no,rec,787.0,unf,0,305.0,1092.0,gasa,ex,y,sbrkr,1092.0,0,0,1092.0,1.0,0,1.0,0.0,3.0,1,ta,6,typ,0.0,missing,attchd,1964.0,rfn,2.0,504.0,ta,other,y,0,0,0,0,0,0,missing,mnprv,missing,0,7.0,2008.0,wd,normal,145000.0
211.0,30,rl,67.0,5604.0,pave,missing,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,5,6.0,1925.0,1950.0,gable,compshg,stucco,stucco,missing,0.0,ta,ta,cblock,ta,ta,no,rec,468.0,unf,0,396.0,864.0,gasa,ta,n,fusea,864.0,0,0,864.0,1.0,0,1.0,0.0,2.0,1,ta,5,typ,0.0,missing,missing,1980.0,missing,0.0,0.0,missing,missing,y,0,0,0,0,0,0,missing,missing,missing,0,4.0,2008.0,wd,normal,98000.0
212.0,20,rl,83.0,10420.0,pave,missing,reg,lvl,allpub,corner,gtl,edwards,norm,norm,1fam,1story,6,5.0,2009.0,2009.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,ta,pconc,gd,ta,mn,glq,36.0,unf,0,1176.0,1212.0,gasa,ex,y,sbrkr,1212.0,0,0,1212.0,0.0,0,2.0,0.0,3.0,1,gd,6,typ,0.0,missing,attchd,2009.0,rfn,2.0,460.0,ta,ta,y,100,22,0,0,0,0,missing,missing,missing,0,3.0,2010.0,wd,normal,186000.0
213.0,60,fv,72.0,8640.0,pave,missing,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,7,5.0,2009.0,2009.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,ta,pconc,gd,ta,no,glq,822.0,unf,0,78.0,900.0,gasa,ex,y,sbrkr,932.0,920,0,1852.0,1.0,0,2.0,1.0,3.0,1,gd,7,typ,1.0,ta,attchd,2009.0,rfn,2.0,644.0,ta,ta,y,168,108,0,0,0,0,missing,missing,missing,0,7.0,2009.0,new,partial,252678.0
214.0,20,rl,43.0,13568.0,pave,missing,ir2,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,1story,5,5.0,1995.0,1995.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,ta,pconc,gd,ta,no,alq,716.0,unf,0,274.0,990.0,gasa,ex,y,sbrkr,990.0,0,0,990.0,0.0,0,1.0,0.0,3.0,1,ta,5,typ,0.0,missing,attchd,1996.0,unf,2.0,576.0,ta,ta,y,224,0,0,0,0,0,missing,missing,missing,0,7.0,2006.0,wd,normal,156000.0
215.0,60,rl,69.0,10900.0,pave,missing,ir1,lvl,allpub,fr2,gtl,collgcr,norm,norm,1fam,2story,6,7.0,1977.0,1977.0,gable,compshg,hdboard,hdboard,brkface,153.0,ta,ta,cblock,gd,ta,no,glq,378.0,unf,0,311.0,689.0,gasa,ex,y,sbrkr,689.0,703,0,1392.0,0.0,0,1.0,1.0,3.0,1,ta,6,typ,0.0,missing,attchd,1977.0,fin,1.0,299.0,ta,ta,y,0,36,0,0,0,0,missing,mnprv,shed,0,3.0,2010.0,wd,normal,161750.0
216.0,20,rl,72.0,10011.0,pave,missing,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6.0,1957.0,1996.0,gable,compshg,hdboard,hdboard,brkface,64.0,ta,ta,cblock,ta,ta,no,blq,360.0,unf,0,710.0,1070.0,gasa,ta,y,sbrkr,1236.0,0,0,1236.0,0.0,0,1.0,0.0,2.0,1,gd,6,min1,1.0,fa,attchd,1957.0,unf,1.0,447.0,ta,ta,y,0,0,0,0,0,0,missing,mnprv,missing,0,5.0,2006.0,wd,normal,134450.0
217.0,20,rl,65.0,8450.0,pave,missing,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5.0,2004.0,2004.0,gable,compshg,vinylsd,vinylsd,brkface,266.0,gd,ta,pconc,gd,ta,mn,glq,946.0,unf,0,490.0,1436.0,gasa,ex,y,sbrkr,1436.0,0,0,1436.0,1.0,0,2.0,0.0,3.0,1,gd,8,typ,0.0,missing,attchd,2004.0,unf,2.0,484.0,ta,ta,y,139,98,0,0,0,0,missing,missing,missing,0,4.0,2008.0,wd,normal,210000.0
218.0,70,rm,57.0,9906.0,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,4,4.0,1925.0,1950.0,gable,compshg,metalsd,metalsd,missing,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0,686.0,686.0,gasa,fa,n,sbrkr,810.0,518,0,1328.0,0.0,0,1.0,0.0,3.0,1,ta,8,typ,0.0,missing,detchd,1940.0,unf,1.0,210.0,ta,ta,y,0,170,0,0,0,0,missing,missing,missing,0,9.0,2006.0,wd,family,107000.0
219.0,50,rl,69.0,15660.0,pave,missing,ir1,lvl,allpub,corner,gtl,crawfor,norm,norm,1fam,1.5fin,7,7.5,1939.0,2006.0,gable,compshg,vinylsd,vinylsd,brkface,312.0,gd,gd,cblock,ta,ta,no,blq,341.0,unf,0,457.0,798.0,gasa,ex,y,sbrkr,1137.0,817,0,1954.0,0.0,0,1.0,1.0,3.0,1,gd,8,typ,2.0,ta,attchd,1939.0,unf,2.0,431.0,ta,ta,y,0,119,0,0,0,0,missing,missing,missing,0,5.0,2008.0,wd,normal,311500.0
220.0,120,rl,43.0,3010.0,pave,missing,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5.0,2005.0,2006.0,gable,compshg,vinylsd,vinylsd,brkface,16.0,gd,ta,pconc,gd,ta,av,glq,16.0,unf,0,1232.0,1248.0,gasa,ex,y,sbrkr,1248.0,0,0,1248.0,0.0,0,2.0,0.0,2.0,1,gd,5,typ,0.0,missing,attchd,2005.0,fin,2.0,438.0,ta,ta,y,108,0,0,0,0,0,missing,missing,missing,0,3.0,2006.0,new,partial,167240.0
221.0,20,rl,73.0,8990.0,pave,missing,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5.0,2006.0,2006.0,gable,compshg,vinylsd,vinylsd,missing,0.0,gd,ta,pconc,gd,ta,mn,unf,0.0,unf,0,1498.0,1498.0,gasa,ex,y,sbrkr,1498.0,0,0,1498.0,0.0,0,2.0,0.0,2.0,1,gd,5,typ,0.0,missing,attchd,2006.0,rfn,2.0,675.0,ta,ta,y,351,33,0,0,0,0,missing,missing,missing,0,4.0,2006.0,new,partial,204900.0
222.0,60,rl,69.0,8068.0,pave,missing,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5.0,2002.0,2002.0,gable,compshg,vinylsd,vinylsd,missing,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0,1010.0,1010.0,gasa,ex,y,sbrkr,1010.0,1257,0,2267.0,0.0,0,2.0,1.0,4.0,1,gd,8,typ,1.0,ta,builtin,2002.0,rfn,2.0,390.0,ta,ta,y,120,46,0,0,0,0,missing,missing,missing,0,12.0,2009.0,other,normal,200000.0
223.0,60,rl,85.0,11475.0,pave,missing,reg,lvl,allpub,inside,gtl,nwames,rran,norm,1fam,2story,6,6.0,1975.0,1975.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,ta,cblock,gd,ta,no,alq,550.0,unf,0,163.0,713.0,gasa,ta,y,sbrkr,811.0,741,0,1552.0,1.0,0,2.0,1.0,3.0,1,ta,6,typ,1.0,ta,attchd,1975.0,rfn,2.0,434.0,ta,ta,y,209,170,0,0,0,0,missing,mnprv,missing,0,2.0,2006.0,wd,normal,179900.0
224.0,20,rl,70.0,10500.0,pave,missing,reg,lvl,allpub,fr2,gtl,names,norm,norm,1fam,1story,4,6.0,1971.0,1971.0,gable,compshg,hdboard,hdboard,missing,0.0,ta,ta,cblock,ta,ta,no,alq,524.0,lwq,0,160.0,864.0,gasa,gd,y,sbrkr,864.0,0,0,864.0,0.0,0,1.0,0.0,2.0,1,ta,4,typ,0.0,missing,detchd,1989.0,unf,2.0,576.0,ta,ta,y,216,0,0,0,0,0,missing,missing,missing,0,3.0,2009.0,wd,abnorml,97000.0
225.0,20,rl,103.0,13472.0,pave,missing,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,10,5.0,2003.0,2003.0,hip,compshg,vinylsd,vinylsd,brkface,410.625,ex,ta,pconc,ex,ta,gd,glq,56.0,unf,0,1685.5,2052.0,gasa,ex,y,sbrkr,2155.125,0,0,2392.0,0.0,0,2.0,0.0,3.0,1,ex,8,typ,1.0,ex,attchd,2003.0,fin,3.0,938.25,ta,ta,y,248,105,0,0,0,0,missing,missing,missing,0,6.0,2009.0,wd,normal,340037.5
226.0,145,rm,31.5,1680.0,pave,missing,reg,lvl,allpub,inside,gtl,brdale,norm,norm,twnhs,2story,5,5.0,1971.0,1971.0,gable,compshg,hdboard,hdboard,brkface,142.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0,630.0,630.0,gasa,ta,y,sbrkr,630.0,672,0,1302.0,0.0,0,2.0,1.0,3.0,1,ta,6,typ,0.0,missing,detchd,1991.0,unf,1.0,280.0,ta,ta,y,0,0,0,0,0,0,missing,missing,missing,0,5.0,2009.0,cod,abnorml,112000.0
227.0,60,rl,82.0,9950.0,pave,missing,ir1,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,7,5.0,1995.0,1995.0,gable,compshg,vinylsd,vinylsd,brkface,290.0,gd,ta,pconc,gd,ta,no,glq,565.0,unf,0,638.0,1203.0,gasa,ex,y,sbrkr,1214.0,1306,0,2520.0,0.0,0,2.0,1.0,4.0,1,gd,9,typ,1.0,ta,attchd,1995.0,rfn,3.0,721.0,ta,ta,y,224,114,0,0,0,0,missing,missing,missing,0,6.0,2007.0,wd,abnorml,290000.0
228.0,145,rm,31.5,1869.0,pave,missing,reg,lvl,allpub,inside,gtl,brdale,norm,norm,twnhs,2story,6,6.0,1970.0,1970.0,gable,compshg,hdboard,hdboard,brkface,127.0,ta,ta,cblock,ta,ta,no,rec,321.0,unf,0,162.0,483.0,gasa,ta,y,sbrkr,483.0,504,0,987.0,0.0,0,1.0,1.0,2.0,1,ta,5,typ,0.0,missing,detchd,1987.0,unf,1.0,280.0,ta,ta,y,0,0,0,0,0,0,missing,missing,missing,0,9.0,2008.0,wd,normal,106000.0
229.0,20,rl,70.0,8521.0,pave,missing,reg,lvl,allpub,fr2,gtl,sawyer,feedr,norm,1fam,1story,5,5.0,1967.0,1967.0,gable,compshg,hdboard,hdboard,missing,0.0,ta,ta,cblock,ta,ta,no,alq,842.0,unf,0,70.0,912.0,gasa,ta,y,sbrkr,912.0,0,0,912.0,0.0,0,1.0,0.0,3.0,1,ta,5,typ,1.0,fa,detchd,1974.0,unf,1.0,336.0,ta,ta,y,0,0,0,0,0,0,missing,mnprv,missing,0,5.0,2010.0,wd,normal,125000.0
230.0,120,rl,43.0,3182.0,pave,missing,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5.0,2005.0,2006.0,gable,compshg,vinylsd,vinylsd,brkface,16.0,gd,ta,pconc,gd,ta,av,glq,16.0,unf,0,1357.0,1373.0,gasa,ex,y,sbrkr,1555.0,0,0,1555.0,0.0,0,2.0,0.0,2.0,1,gd,7,typ,1.0,ta,attchd,2005.0,fin,2.0,430.0,ta,ta,y,143,20,0,0,0,0,missing,missing,missing,0,5.0,2009.0,wd,normal,192500.0
231.0,20,rl,73.0,8760.0,pave,missing,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,6.0,1959.0,1959.0,hip,compshg,metalsd,metalsd,brkface,220.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0,1194.0,1194.0,gasa,ta,y,sbrkr,1194.0,0,0,1194.0,1.0,0,1.0,0.0,3.0,1,ta,6,typ,0.0,missing,attchd,1959.0,rfn,1.0,312.0,ta,ta,y,0,0,0,0,0,0,missing,missing,missing,0,4.0,2010.0,wd,normal,148000.0
232.0,60,rl,107.5,15138.0,pave,missing,ir1,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,8,5.0,1995.0,1996.0,gable,compshg,vinylsd,vinylsd,brkface,410.625,gd,ta,pconc,gd,ta,no,glq,689.0,unf,0,773.0,1462.0,gasa,ex,y,sbrkr,1490.0,1304,0,2747.625,1.0,0,2.0,1.0,4.0,1,ex,9,typ,1.0,ta,attchd,1995.0,fin,3.0,810.0,ta,ta,y,0,146,0,0,0,0,missing,missing,missing,0,7.0,2009.0,wd,normal,340037.5
